Business Name,Category,Phone,Website,Address,City,State,ZIP,Rating,Reviews,Google Maps URL
Logan's Residential Maintenance LLC,Handyman/Handywoman/Handyperson,(360) 953-8101,http://www.logansmaintenance.com/,"Brush Prairie, WA 98606",Brush Prairie,Washington,98606,5,2,https://www.google.com/maps/search/?api=1&query=Logan's%20Residential%20Maintenance%20LLC&query_place_id=ChIJxzNKjE6wlVQR4m6tCgXGyLI
Equity Washington Real Estate,Real estate agency,(503) 550-5808,http://www.equitywashington.com/,"701 NE 136th Ave Suite 200, Vancouver, WA 98684",Vancouver,Washington,98684,5,1,https://www.google.com/maps/search/?api=1&query=Equity%20Washington%20Real%20Estate&query_place_id=ChIJ24iBY3ullVQRlfbncmwvsYY
"Crystal Investment Property, LLC",Commercial real estate agency,(503) 530-1316,https://crystalip.com/,"600 NE 99th St, Vancouver, WA 98665",Vancouver,Washington,98665,5,1,https://www.google.com/maps/search/?api=1&query=Crystal%20Investment%20Property%2C%20LLC&query_place_id=ChIJM5p3GxoNlVQR0fawlTibjFE
Five Star Construction,General contractor,(360) 574-8784,http://www.fivestarconstruction.net/contact,"19211 NE 75th Ct, Battle Ground, WA 98604",Battle Ground,Washington,98604,5,1,https://www.google.com/maps/search/?api=1&query=Five%20Star%20Construction&query_place_id=ChIJ3Ytl3qizlVQRIn6ssS1h4Sg
TMG Multifamily,Property management company,(360) 777-7701,https://tmgmultifamily.com/,"7710 NE Vancouver Mall Dr Ste A, Vancouver, WA 98662",Vancouver,Washington,98662,1,1,https://www.google.com/maps/search/?api=1&query=TMG%20Multifamily&query_place_id=ChIJAR3uajuvlVQR1cOsi_DhEw4
Arete Real Estate Co,Real estate agency,(360) 207-1919,https://www.aretebuilt.com/,"222 NE Everett St, Camas, WA 98607",Camas,Washington,98607,,,https://www.google.com/maps/search/?api=1&query=Arete%20Real%20Estate%20Co&query_place_id=ChIJO03Phk-9lVQR-DYeBLWGNnA
Lemon Property Management,Property management company,(360) 328-1106,http://lemonpropertymgmt.com/,"717 W Main St, Battle Ground, WA 98604",Battle Ground,Washington,98604,,,https://www.google.com/maps/search/?api=1&query=Lemon%20Property%20Management&query_place_id=ChIJRaTEP320lVQRByeO5uvnmrk
"Brand New Family-Friendly Home for Rent in Battle Ground, WA",House,,https://www.decolar.com/hoteis/h-6260609,"Battle Ground, WA 98604",Battle Ground,Washington,,,,https://www.google.com/maps/search/?api=1&query=Brand%20New%20Family-Friendly%20Home%20for%20Rent%20in%20Battle%20Ground%2C%20WA&query_place_id=ChIJuUAdE3O0lVQRYpXHxRjqjqY
Prime Property Management,Property management company,(360) 253-5599,,"10702 NE 179th St, Battle Ground, WA 98604",Battle Ground,Washington,98604,,,https://www.google.com/maps/search/?api=1&query=Prime%20Property%20Management&query_place_id=ChIJkYDrg-qzlVQRzm_pEmjZF7E
Premier Properties Global,Real estate consultant,(702) 376-3464,https://ecard.link/card/3589/2236,"19215 SE 34th St, Camas, WA 98607",Camas,Washington,98607,,,https://www.google.com/maps/search/?api=1&query=Premier%20Properties%20Global&query_place_id=ChIJj-9KUdKllVQRHgNXpURm2sM
"Northwest Equities Investment Real Estate Services, Inc.",Commercial real estate agency,(360) 281-3130,http://www.nweire.com/,"3806 SE 179th Ave, Vancouver, WA 98683",Vancouver,Washington,98683,,,https://www.google.com/maps/search/?api=1&query=Northwest%20Equities%20Investment%20Real%20Estate%20Services%2C%20Inc.&query_place_id=ChIJX5GBS1CllVQRdxER-ndGObg
Real Estate Investment Group,Commercial real estate agency,(503) 222-1655,http://www.reig.com/,"The Waterfront, Vancouver - Blocks for Sale, Esther Street & Columbia Way, Vancouver, WA 98661",Vancouver,WA,98661,,,https://www.google.com/maps/search/?api=1&query=Real%20Estate%20Investment%20Group&query_place_id=ChIJy52U5bqolVQRvJt3qsKQqeE
The Lachlan Group,Property management company,(360) 989-7277,https://thelachlangroup.com/,"813 W Main St #106, Battle Ground, WA 98604",Battle Ground,Washington,98604,,,https://www.google.com/maps/search/?api=1&query=The%20Lachlan%20Group&query_place_id=ChIJF3e7y0q1lVQRBYx58A2R2a4
"DS Premier Properties, LLC",Real estate rental agency,,,"1207 SE Rasmussen Blvd Ste 111, Battle Ground, WA 98604",Battle Ground,Washington,98604,,,https://www.google.com/maps/search/?api=1&query=DS%20Premier%20Properties%2C%20LLC&query_place_id=ChIJf6itw_61lVQRzJK47Au9Sj0
"Premiere Property Group, LLC",Real estate agency,(360) 859-0544,https://lindseymaze.premierepropertygroup.com/,"717 W Main St #125, Battle Ground, WA 98604",Battle Ground,Washington,98604,,,https://www.google.com/maps/search/?api=1&query=Premiere%20Property%20Group%2C%20LLC&query_place_id=ChIJjRRbBGK1lVQRnbdxTOWOIps
Space Management LLC,Property management company,(360) 803-2228,https://www.space-mgmt.com/,"9013 NE Hwy 99 #5, Vancouver, WA 98665",Vancouver,Washington,98665,,,https://www.google.com/maps/search/?api=1&query=Space%20Management%20LLC&query_place_id=ChIJ-1BFphyvlVQRISHBc1SWiZY
